komentar,cleaned,sentimen,emosi
Ini kok .. makin kesini banyak aja yang ga Baner ... Jangan jangan banyak dokter yg melakukan gitu .. wajib di inspeksi ...,makin kesini banyak aja yana banyak dokter yg laku ajib,Negatif,Lainnya
"Mahal2 sekolah dokter cuma buat bisa merkosa , jangan2 ini bukan yg pertama.",mahal sekolah dokter cuma buat merkosa bukan yg,Netral,Lainnya
Punya uang tinggal nyari lonte aja pun susah dokter kimak ini,punya uang tal nyari lonte aja susah dokter kimak,Negatif,Lainnya
"Mas @haantoro , tengeubna siga si @agustianreynaldi",mas siga si,Negatif,Lainnya
@fanky_gafar @julfahmi__ @sandilamakarate bljr dari sapa dia bgni ner?,bljr sapa bgni ner,Negatif,Lainnya
Kebanyakan nonton brazzers bang,kebanyakaonton braers,Negatif,Lainnya
"Parah, malah kpikiran yg ndak2",malah kpikiran yg,Negatif,Lainnya
Usut sampai tuntas paman sebenarnya ada berapa pelaku 😵🔥💢,usut tuntas paman sebenarnyda berapa laku,Netral,Lainnya
"Bu ibu😭,sifat paksu kalian dulu sama hbs punya anak beda gak si?😓soalnya paksu ku sikapnya beda bgt hbs pnya anak😓katanya setelah menyusui PYD ku jd kendur dan kcl😓jujur aq g tau lagi harus gmn dn bingung bgt😭ada yg tau solusi biar PYD kncng dan gde lagi ?",bu ibu paksu kalian dulu sama hbs punynak beda gak si soal paksu ku sikap beda bgt hbs pnynak kata susu pyd ku jd kendur kcl r aq g tau harus gmn dn bingung bgt ada yg tau solusi biar pyd kncng gde,Negatif,Sedih
Kurang jatah istri t dok😂,kurang jatah istri t dok,Negatif,Lainnya
Sayang duit mak bpk lu 😢,sayang duit mak bpk lu,Negatif,Sedih
@cokibollemeyer_ cak jangan jadi dokter wkwkw,cak jangan jadi dokter,Negatif,Lainnya
gamungkin sekali melakukan hal ini .pasti udh bnyak sekali tapi cuma pasien yg ini yg melapor dan divisum,gamungkin sekali laku pasti udh bnyak sekali cuma pasien yg yg lapor,Netral,Lainnya
AND WELL... IT'S ALL ABOUT FETTISH 😌😌😌,and it s a about feish,Netral,Lainnya
Jancok mmg manusia ini 🙌 go to hell ae anjg!,jancok g manusia go to he ae anjg,Negatif,Marah
Cabut ijin dokternya bahaya itu,cabut ijin dokter bahaya,Netral,Takut
Spill akun ignya doong,spi akun ignya,Negatif,Lainnya
Ngeri bgt 😢😢,ngeri bgt,Negatif,Sedih
Dampak negatif terlalu sagapung mas😢,dampak negatif terlalu sagapung mas,Negatif,Sedih
Kalo sampe IDI tdk tarik ijin nya... Emang sdh gawat ini IDI... Dan kalo bsk keluarga ku yg bgn saya akan jaga dan tdk bole terjadi di keluarga ku,kalo sampe idi tdk tarik emang sdh gaat kalo bseluarga ku yg bgn saykan jaga tdk bole terja keluarga,Negatif,Lainnya
Mirip mantan kau ouch @ouchneci 😂,mirip mantan kau ouch,Netral,Lainnya
Pengecut.. beraninya main bius…,berani main bius,Netral,Lainnya
"Bertanya dengan nada lemah lembut : oom dan bapak² napi, sudah tau kan mau diapain ini?",tanya dengaada lemah lembut m bapak tau kan mau apa,Negatif,Lainnya
ng jero sel.entek kui di tusbol wkwk,ng jero tusbol,Negatif,Lainnya
Yang kayak gini tuh musti di suntikk mati gak si?,kayak gin tuh musti sunti mati gak si,Negatif,Lainnya
Jangan2 sebelumny udah sering..,jangan sebelumny udah,Negatif,Marah
dokter apaan begini nih,dokter apn,Negatif,Lainnya
Katanya 2 org reaiden. Yg satu nya mana ???,kata org yg satu nya mana,Negatif,Lainnya
Beungeutna ge idiot jeung mesum anjg!,beungeutna ge idiot jeung mesum anjg,Negatif,Marah
Pdhl duit gaji lu gede bisa buat roleplay ama Bo an pak 😂,pdhl duit gaji lu gede buat roleplay ama bo an pak,Netral,Lainnya
"maka nikmat Tuhan mana lagi yg kamu dustakan? sekolah dokter mahal, ada yg biaya in, orang tua dokter. temen circle nakes (perawat, dokter muda,) grade A . malah nyerang pasien ...",nikmauhan mana yg kamu dusta sekolah dokter yg biaya orang tua temen circle nakes grade malah nyerang,Negatif,Lainnya
DIA JADI DOKTER PAKAI DUIT HARAM MAKANYA HASILNYA YANG SEPERTI INI,jadi dokter pakai duit haraakanya hasilnng,Negatif,Lainnya
Ga eman² gelar dokter e..sekolah susah² bayar mahal²....utek e kuwalik po pie to leee...amit² jabang bayiii,ga eman gelar dokter sekolah susah bayar mahal utek e alik po pie to amit jabang,Negatif,Lainnya
kurang rapih cs wkwk,kurang rapih cs,Negatif,Lainnya
Coba eta Buah Zakarna di pasihan balsem pak Polisi !,coba eta buah zakarna pasihan balsem pak polisi,Netral,Lainnya
Anjayyy kbnykan nnton xn*x,anjay kbnykanton xn,Netral,Lainnya
Tumben teu di sensor...,tumben teu,Netral,Lainnya
Ini baru 2 korban yg ketahuan . . .,baru korban yg,Negatif,Lainnya
buang2 duit ajaa pdhal lc bnyak😂,buang duit aj pdhac bnyak,Negatif,Lainnya
"Dr. Tirta udah pernah bilang bahwa proses pendaftaran jadi mahasiswa kedokteran harus melewati seleksi lebih ketat dari sekarang termasuk univ swasta yang kebanyakan mengandalkan duit yang banyak agar keterima jadi mahasiswa kedokteran. Ya gini deh hasil dari universitas tersebut, memang ini terkesan objektif tapi ini harus dilakukan biar pada sadar",tirta udah pernah bilang baha proses daftar jadi mahasisa dokter meleati seleksi lebih ketat sekarang masuk univ sasta banyak andal duit banyak terima jadi mahasisa gin deasil universitas memang kes objektif tapni laku biar,Netral,Lainnya
"Yang bikin serem itu adalah yang ngelakuin ruda paksa itu bukan penjahat tapi orang yang seharusnya menyelamatkan orang, padahal sebelum jadi dokter merek udh ada sumpah",bikin rem adalah yaelakuin ruda paksa bukan penjahaapi orang harus selamat padahal jadi dokter merek udh,Negatif,Marah
Paling jg bebas 😂,paling jg bebas,Negatif,Lainnya
Sange banget bang?,sange banget bang,Negatif,Lainnya
tampang² yg suka nolak pasien bpjs😂,tampang yg suka nolak pasien bpjs,Netral,Lainnya
Raine kaya blukang,raine kaya,Negatif,Lainnya
Naon nudirasa maneh priguna kalakuan teuguna naudzubillah,naoudirasa maneh priguna kalakuan,Negatif,Lainnya
Kan sayang pendidikannya,kan sayang,Netral,Lainnya
"Pelaku be like Sekolah tinggi tinggi untuk jadi dokter ""gk baik""",laku be sekolah jadi gk,Negatif,Lainnya
Satu lagi mana wow....,satu mana,Netral,Lainnya
"serem 😢,,aku pas cs kdua d rs dokter anestesi ny juga agak gmna gitu mana kita kn klo op Caesar pasrah y sama dokter,,semua laki2😢 yg satu dokter bayi baru datang pas mulai operasi,,kn aku tau krn bius separuh jd sadar",rem pas cs kdua d rs dokter anestesi ny juggak gmna gitu mana kn klp caesar pasrah y sama laki yg satu dokter bayi baru datang pas mulai aku tau krn biueparuh jd,Negatif,Sedih
Mana yg 1 lagi fotonya??,mana yg foto,Negatif,Lainnya
Kebanyakan nonton film Jepang ini mah,kebanyakaonton film jepang,Negatif,Lainnya
Potong kanyutna…ngarusak citra dokter Indonesia.,potong kanyutna ngarusak citra dokter,Negatif,Lainnya
Pelaku 1 lagi mana? Kok aman aja kalo ada 2 pelaku???,laku mana kok aman aja kalo laku,Negatif,Lainnya
Bahaya banget ini,bahaya banget,Negatif,Takut
Padahal Aya Michattttt,padahal aya,Negatif,Lainnya
Ya ampun dok.. lu keluar bilang dokter Tampa susah payah byk cwek yg antri,ympun lu keluar bilang dokter tampa susah payah byk cek yg,Negatif,Lainnya
Siksa sampe mati aja,sikmpe mati,Negatif,Lainnya
Saya ketinggalan berita 😢,tal berita,Negatif,Sedih
Bedanya ya fotonya 😂,bedan foto,Netral,Lainnya
Share lock. Tak parani antemi,share tak paran,Netral,Lainnya
"Dok lu kata gw mah, lu g*la siii
Kata gw mah lu yg jd pasien kejiwaan anjir. Sakjiw bgt gaada hati nurani bgt naudzubillah, tolong deh yg begini begini di musnahin aja dari dunia BISAKAN⁉️",dok lu kata g lu g la si kata g mah lu yg jd pasien jin sakji bgt gda hati nurani bgt deh yg musnahin aja dunia bisa,Netral,Marah
Untung saja belum sampai lulus ppds,untung belum s,Negatif,Lainnya
Jahat bgt😢😢😢😢,jahat bgt,Negatif,Sedih
"Tolong senjata tumpul itu di sita sama negara,, agar kedepannya tidak disalahgukan lg,.. ini yg bikin image dokter turun dan gk bisa di percaya,, please tolong sita 😢",senjata tumpul di sita sama kedepaya ini yg bikin image dokter turun gk di sita,Negatif,Sedih
"Goblok...sekolah mahal mahal ,cuma niat buat perk0sa orang...",sekolah niat buat perksa,Negatif,Lainnya
Info ig?,info ig,Negatif,Lainnya
Bisa jadi bukan hanya 1 korbannya dan itu bukan yang pertama kali dilakukan pelaku 🤔,jadi bukan korbaya itu bukan pertama kali laku laku,Netral,Lainnya
Karir ambrol nuruti hasrat k0nt0l ...anjeeenx,karir ambrol nuruti hasrat,Netral,Lainnya
YaAllah ngk kebayang jdi mba nya😢 jahat bgt,yah ngebayang jdi mba nya jahat,Negatif,Sedih
Ga kuat nahan nyaaa,ga kuat,Negatif,Lainnya
"Udh sekolah mahal² biar pinter, g tau lu ad aplikasi hijau",udh sekolah mahal biar g tau lu ad aplikasi,Negatif,Lainnya
Karir bagus malah bertingkah,karir bagus malah,Netral,Lainnya
Usia kobran brp tahun siii,usia kobran brp tahun,Negatif,Lainnya
"Lu kan banyak uang, knp gak nikah aja",lu kan banyak knp gak nikah,Negatif,Lainnya
P0 tong k0n t olnya,p tong kn t,Negatif,Lainnya
Kek babi penyet mukanya,kek babi penyet,Negatif,Lainnya
Masuk jalur duit :,masuk jalur duit,Netral,Lainnya
"Spesialis anastesi, gimana klo dia jadi spesialis kandungan",spesialis gimana klo jadi spesialis,Negatif,Lainnya
Saya yakin bukan kali pertama nglakuin ini...,sakin bukan kali pertama,Netral,Lainnya
Ayahnya posisi udah meninggal ya Allah,ayah po udah tal,Negatif,Lainnya
"Spill ig bini nya dong, atau keluarganya. Katanya doi orang kaya",spi ig bini nya kata doi orang,Negatif,Lainnya
"Dokter lohh ini😢,, masa birahi sama anak pasiennya",dokter lo ini birah samnak,Negatif,Sedih
Ini kalo sampe ga dicabut semua izinnya parah si,kalo sampe ga cabut semua iziya parah,Negatif,Lainnya
"Astagfirullah, Naudzubillah.. slide akhir emh klihatan agak2 sih, ya Allah untung cepet ketahuan😩",slide akhir emh klihatan yah untung cepet tahu,Negatif,Lainnya
"Jika sudah terjadi kasus seperti ini, bukankah sebaiknya perketat keamanan untuk para pasien dan keluarga pasien yang mendampingi? Perlu dilakukan pendidikan moral dan screening kejiwaan para dokter dan perawat. Supaya hal serupa tidak lagi terulang. Mereka yang memiliki empati pun akan merasakan sakit hatinya, di mana anggota keluarga sedang dirawat namun justru keluarga yang mendampingi pasien menjadi korban kebejatan dokter atau perawat di rumah sakit itu.",sudah jadi bukankah baik ketat keam pasien keluarga pasien damping perlu laku pen moral scrning jin para dokter supaya rupa lagi milik empati akan rasa sakit mannota keluarga sedang diraat justru keluarga yang damping pasien jadi korban bejat dokter peraat rumah,Netral,Sedih
Kebnyakan nntn jav rumahsakit,kebnyakantn jav,Netral,Lainnya
Beritanya kayaknya rame yang ini dari pada Guru Besar UGM padahal sepertinya kasusnya lebih banyak korbannya tapi beritanya banyakan dokter yang ini,berita kayak rame ini pada guru besar ugm padahal seperti kasus lebih banyaorbaya berita banyak dokter,Negatif,Lainnya
Dokter bejat!,dokter bejat,Netral,Lainnya
"Dokter sange', hukum potong kont*lnya",dokter sange potong kont,Negatif,Lainnya
Bukan sekali pasti...,bukan sekali,Positif,Lainnya
"Astaghfirullah Al adziim, hanya Allah yg adil membalas segala perilaku dokter itu.",astaghfiruah al hanyah yg adil membalaegala perilaku dokter,Negatif,Lainnya
Proses hukum dan cabut n blacklist kedokterannya.. jgn smp kedepan buka praktek...,proses hukum cabut n blacklist jgn smp depan buka,Netral,Lainnya
"Bukannya dapat donor darah, malah di donor 'sp3rma' 😢 neraka jahanam 🔥",bukaya donor malah donor sprma neraka jahanam,Negatif,Sedih
Bukti bahwa pornografi merusak otak,bukti baha pornografi rusak,Negatif,Lainnya
"Coba cari media sosial nya dan keluarganya,harus ada sanksi sosial juga🙌",coba cari media sosial nya ada sanksi sosial juga,Negatif,Lainnya
slide 1 dan 6 beda orang?,slide beda orang,Negatif,Lainnya
Mahal² sekolah dokter cuma buat bisa rudapaksa keluarga pasien.. jngn ya dek yaaaa!,mahal sekolah dokter cuma buat rudapaksa keluarga jngn dek y,Netral,Lainnya
Dokter Johny Sins,dokter johny,Netral,Lainnya
Mohon maaf ketinggalan informasi izin tanya anak si bapanya cewe kan umur brp tahun?,mohon mf tal informaszin tanynak si bapa cee kan umur brp tahun,Negatif,Lainnya
Modal yg di keluarin segitu besarnya habis cuma sekali crot 😢,modal yg keluarin segitu besar habis cuma sekali crot,Negatif,Sedih
Rudapaksa ?????? Bikin aja PERKAOS !!!!,rudapaksa bikin aja kaos,Negatif,Lainnya
Blacklist ajja langsung buat keselamatan pasien selanjutna,blacklist aa langsung buat selamat pasien,Negatif,Lainnya
Dokter sagne .. Orang lg sakit malah di tambahin,dokter orang lg sakit malah,Negatif,Lainnya
Didalam habis lu sama yg lain kalau kasus gtuan 😂,dalam habis lu sama yg kalau kasus gtuan,Negatif,Lainnya
Ih ko menjijikan ya😢,ih ko menkan ya,Negatif,Sedih
Siap2 aja yaa...di penjara nanti akan ada kejutan buat kamuu,siap aja penjara akan kejut buat,Negatif,Lainnya
tahu sendiri endingnya...hukum di konoha ya begitu begitu aja,tahu sendiri hukum konoha,Negatif,Lainnya
Lc loba nu 300rb ge gapunya otak emang haussss pisan,lc loba nu rb ge gapunya otak emang hau,Negatif,Lainnya
Smart Boy😢,smart boy,Netral,Sedih
Kurang ajar kali.,kurang ajar,Negatif,Lainnya
Orang pada kenapa yak,orang kenapa,Negatif,Lainnya
Bolone sopo iku woyyyyy,bolone sopo iku,Netral,Lainnya
Mending beli aja omm wkwkw,mending beli aja o,Negatif,Lainnya
"Maaf dok itu bukan tangan saya tapi V saya, iya bu, ini juga bukan suntik kok😂😂",mf dok bukan tangan tapi v iya juga bukan suntiok,Negatif,Lainnya
Tampang jd dokter karna org tua kaya makanya bgini kelakuannya...,tampang jokter karna org tua kaya makanya bgini,Negatif,Lainnya
Waduh bisa bisa nya…😢,aduh nya,Negatif,Sedih
"Fix kakean nntn bokep , sange ga kekontrol",fix kakeantn bokep ga,Netral,Lainnya
Kebanyakan lihat filem yg judulnya fake dokter,banyak lihat filem yg judul fake,Negatif,Lainnya
paling dinikahkan tuh dokter sama korban,paling nikah tuh dokter sama,Negatif,Lainnya
"Dokterkan,duetnya bnyak siii mesti x buat kasus.🤦",bnyak si mesti x buat,Netral,Lainnya
Ada aura WIBU nya emang,adura ibu nya,Negatif,Lainnya
"Scan aja di google atau gak pake AI tar jg ketauan namanya, family nya,dll😂😂",scan aja ggle gak pake ai tar jg family,Negatif,Lainnya
"Biasanya ada yang nanya tebak Agama, Tumben kok sepi ya",biasanyda nanya tebak tumben kok sepi,Negatif,Lainnya
Hessss iso isone nafsu ro pasien or keluarga pasien,he ne nafsu ro pasien or keluarga,Negatif,Lainnya
Sayangnya orang tua mendidik dan menyekolahkan kau dek,sayang orang tua menk sekolah kau,Netral,Lainnya
genre nya apa ini ya,genre nypa,Negatif,Lainnya
Tumbal atau memang pelaku ?,tumbal memang laku,Negatif,Lainnya
Kasian orang tua nya sudah berjuang kuliahkan anak nya tidak semua orang bisa ya allah sangat di sayangkan 😭😭,kasi orang tua nya juang kuliahkak nya semua orang yah sangat sayang,Negatif,Sedih
Ini rudapaksa emang udah jadi kata baku kah?,rudapaksa emang udah jadi kata baku,Negatif,Lainnya
"Sampe bapaknya meninggal cik, nguwawor",sampe bapak tal,Negatif,Lainnya
"Pendidikan tinggi , pekerjaan elit, istri cantik, cctv nyala, sebahenol apa korban sampe2 pak dokter ga bisa menahan diri ?",pen tin istri tv bahenol apa korban sampe pak dokter ga tahan diri,Netral,Lainnya
Kok bisa ya 😢,kok ya,Negatif,Sedih
Ada satpam juga yg melecehkan secara verbal,satpam yg leceh,Negatif,Lainnya
Sptnya dia udah kebiasa keknya. Usut terus pasti bakalan muncul korban2 lainnya,sptnya udah biasa usuerus bakal muncul korban,Netral,Lainnya
Bakalan bangkrut itu Rumah sakit bisa dituntut pidana ma perdata karena pasien jd ngak aman jg,bakal bangkrut rumah sakit tuntut pidana ma perdata pasien jd ngak aman,Netral,Lainnya
Dokter kontol!,dokter kontol,Negatif,Lainnya
sehat sehat orang kaga sehat,orang kaga,Negatif,Lainnya
"Taun 90an dlu ada sinetron serupa yg main venna melinda pasiennya dan adam jordan doktrnya, crtanya pasiennya smpe hamil dan dia smpt ga tau siapa yg hamilin ...",taun an dlu sinetron rupa yg main vea melinda pasieya adam jordan crtanya pasieya smpe hamil dia smpt ga tau siapa yg,Netral,Lainnya
Pasti sebelumnya udh pernah sih.. btw takut bgtt mba nya hamil😭😭😭😭😭,belum udh pernah bt takut bg mba nya hamil,Takut,Marah
"pdhal bisa di bilang hidup pelaku hampir sempurna punya orang tua dokter, pelaku dokter juga istri cantik orang berada ko bisa ya gak habis fikri",pdhal di bilang hiduelaku hampir sempurna punya orang tua laku dokter istri cantik orang ada ko ya gak habis,Netral,Lainnya
"Ya Tuhan, Jaga selalu Indonesia dari Orang ini 🙏🏻",jaga selalu indonesia orang,Negatif,Lainnya
Kebiri gakkk 🫵🤬,kebiri gak,Negatif,Marah
"Dalam islam Pentingnya adab sebelum ilmu adalah fondasi penting dalam menuntut ilmu, karena adab yang baik akan membuat ilmu yang diperoleh lebih bermanfaat dan berkah",islam pentingnydab ilmu fondasi penting dalaenuntut karendab baik buat ilmu oleh lebih bermanft,Netral,Marah
Gak cocok jadi dokter ini,gak k jadi dokter,Negatif,Lainnya
Moal lila sakedeng dei geu di gebugan ku .xxxxx. Biasana kasus pemerkosaan paeh di jero..🔥🔥,moaila sakedeng dei geu gebugan biasana kasus pemerkosn paeh,Negatif,Lainnya
"Kasian kalo sampe hamil, apalagi kalo ternyata masih perawan. Bayangin rasa sakit hati korban, org tua korban, dan suami korban kelak.",kasi kalo sampe kalo nyata bayangin rakit hati org tua suami korban,Negatif,Sedih
kmaren ilfiel liat film si walid .. eh ketambahan beginian😵😵,kmaren ilfieiat film si eh tambah begini,Negatif,Lainnya
Hanya bisa koment lnnalillahi wainnailaihi rojiun gak sehat ini dikter,bisa koment laliahi aiailaihi rojiun gak sehat,Netral,Lainnya
Loh... Sipitt... Jelas bukan islam. 😂 kalo islman kalo langsung pada heboh🤣🤣🤣,jelas bukan kalo islman kalo langsung heboh,Netral,Lainnya
periksa seluruhnya jangan cuma dia..,periksa seluruh jangan cuma,Negatif,Lainnya
"Napi senior sukamiskin, kalian tau harus apa.",napi senior kalian tau,Netral,Lainnya
Homok Njiiirr‼️🤬,homok nji,Netral,Marah
semoga dihukum mati org kek gini,moga dihukuati org kek,Netral,Lainnya
"Kita harus hati"" aja muka muka yg kaya gitu 😢",harus aja yg kaya gitu,Negatif,Sedih
Bdrs menangis liat ini 🥲,bdrs menang liat,Sedih,Sedih
"Tembak mati,dah aman negara dari manusia kek gini",tembak amaegara manusia kek,Negatif,Lainnya
Lah orang pinter yg keblinger .,lah orang pinter yg,Negatif,Lainnya
Satunya di sembunyiin kah?,satu sembunyn,Netral,Lainnya
"Sampe ada 3 korban yg sudah melapor, asli sih kasian bgt apalagi pas liat cctvy😭😭😭",sampe korban yg asli sih kasi bgt pas liat tvy,Negatif,Sedih
"ini hukumannya berapa tahun ya kira"", sepertinya..... ah sudahlah lanjutin sendiri para netizen",hukumaya berapa tahun ah sudah lanjutin sendiri,Negatif,Lainnya
JIRRRR CINAAA 😂,ji cina,Netral,Lainnya
Bnyk uang dan pendidikan tinggi gk menjamin seseorang bisa waras 🔥,bnyk uang pen tin gk jamin orang aras,Netral,Lainnya
Hukum seberat-beratnya. Mesti tanggung jawab🔥🔥🔥,hukum berat mesti tanung jaab,Negatif,Lainnya
Yah udah sekolah mahal mahal.kasian yang biayain🙈,yah udah kasi biayain,Negatif,Lainnya
Lapor damkar atau polisi nih?,lapor damkar polisi nih,Netral,Lainnya
@listyosigitprabowo Keadlian untuk KORBAN Pak,keadlian untuorban,Negatif,Lainnya
Ada 2 ??? 1 nya lg mana?????,nya lg mana,Negatif,Lainnya
1 nya lagi mana ?,nya mana,Negatif,Lainnya
Kebanyakan baca buku nih kayaknya pka dokter yg luarbiasa ini,banyak baca buku nih kayak pka dokter yg luarbiasa,Negatif,Lainnya
